latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
51.100006,3.699997,4.0,0,GMT,GMT

time,temperature_2m (°C),precipitation (mm),rain (mm),snowfall (cm),snow_depth (m),cloudcover (%),windspeed_10m (km/h),windgusts_10m (km/h)
2023-01-01T00:00,15.9,0.00,0.00,0.00,0.00,86,36.9,68.0
2023-01-01T01:00,15.3,0.00,0.00,0.00,0.00,80,37.0,67.7
2023-01-01T02:00,14.8,0.00,0.00,0.00,0.00,70,35.5,64.1
2023-01-01T03:00,14.3,0.00,0.00,0.00,0.00,99,32.1,62.6
2023-01-01T04:00,13.9,0.00,0.00,0.00,0.00,70,27.5,61.2
2023-01-01T05:00,13.3,0.00,0.00,0.00,0.00,100,25.5,56.2
2023-01-01T06:00,12.9,0.00,0.00,0.00,0.00,100,25.5,51.1
2023-01-01T07:00,12.8,0.10,0.10,0.00,0.00,96,25.2,47.5
2023-01-01T08:00,12.8,0.00,0.00,0.00,0.00,100,25.5,47.2
2023-01-01T09:00,12.8,0.00,0.00,0.00,0.00,95,24.8,45.0
2023-01-01T10:00,13.0,0.00,0.00,0.00,0.00,71,21.0,43.6
2023-01-01T11:00,13.3,0.00,0.00,0.00,0.00,86,20.2,43.9
2023-01-01T12:00,13.6,0.00,0.00,0.00,0.00,100,17.9,47.2
2023-01-01T13:00,13.6,0.00,0.00,0.00,0.00,96,19.4,41.0
2023-01-01T14:00,13.3,0.10,0.10,0.00,0.00,100,19.8,33.8
2023-01-01T15:00,12.8,0.30,0.30,0.00,0.00,100,18.1,32.0
2023-01-01T16:00,12.1,0.80,0.80,0.00,0.00,100,17.7,27.0
2023-01-01T17:00,11.4,0.70,0.70,0.00,0.00,100,15.1,20.2
2023-01-01T18:00,11.1,0.70,0.70,0.00,0.00,100,16.0,18.7
2023-01-01T19:00,10.9,0.70,0.70,0.00,0.00,100,16.7,30.6
2023-01-01T20:00,11.0,0.10,0.10,0.00,0.00,100,18.4,32.8
2023-01-01T21:00,11.6,0.00,0.00,0.00,0.00,100,21.9,40.3
2023-01-01T22:00,12.2,0.20,0.20,0.00,0.00,100,23.5,43.9
2023-01-01T23:00,12.4,0.40,0.40,0.00,0.00,100,21.8,45.0
2023-01-02T00:00,12.7,0.60,0.60,0.00,0.00,93,22.7,45.4
2023-01-02T01:00,12.8,0.40,0.40,0.00,0.00,97,23.7,43.6
2023-01-02T02:00,12.6,0.20,0.20,0.00,0.00,100,24.0,48.2
2023-01-02T03:00,12.1,1.00,1.00,0.00,0.00,100,26.6,48.2
2023-01-02T04:00,11.5,0.60,0.60,0.00,0.00,100,25.6,46.4
2023-01-02T05:00,10.8,0.90,0.90,0.00,0.00,100,19.4,33.5
2023-01-02T06:00,10.2,0.80,0.80,0.00,0.00,100,16.1,26.6
2023-01-02T07:00,9.4,0.50,0.50,0.00,0.00,100,15.6,31.0
2023-01-02T08:00,9.0,0.20,0.20,0.00,0.00,92,13.8,27.4
2023-01-02T09:00,8.9,0.20,0.20,0.00,0.00,91,13.3,24.8
2023-01-02T10:00,9.2,0.10,0.10,0.00,0.00,90,11.6,26.3
2023-01-02T11:00,9.8,0.10,0.10,0.00,0.00,100,16.4,34.2
2023-01-02T12:00,9.6,0.30,0.30,0.00,0.00,100,14.3,40.3
2023-01-02T13:00,9.9,0.10,0.10,0.00,0.00,100,13.8,37.1
2023-01-02T14:00,9.5,0.30,0.30,0.00,0.00,59,17.5,37.8
2023-01-02T15:00,9.1,0.00,0.00,0.00,0.00,54,18.2,33.5
2023-01-02T16:00,8.6,0.00,0.00,0.00,0.00,44,15.3,28.4
2023-01-02T17:00,7.7,0.00,0.00,0.00,0.00,33,14.0,23.4
2023-01-02T18:00,7.1,0.00,0.00,0.00,0.00,30,13.0,21.6
2023-01-02T19:00,6.6,0.00,0.00,0.00,0.00,40,12.5,21.6
2023-01-02T20:00,6.5,0.00,0.00,0.00,0.00,49,12.3,21.2
2023-01-02T21:00,6.1,0.00,0.00,0.00,0.00,70,12.2,20.5
2023-01-02T22:00,5.8,0.00,0.00,0.00,0.00,30,12.8,20.5
2023-01-02T23:00,5.6,0.00,0.00,0.00,0.00,15,10.2,19.1
2023-01-03T00:00,5.4,0.00,0.00,0.00,0.00,8,7.4,16.2
2023-01-03T01:00,5.0,0.00,0.00,0.00,0.00,0,7.0,14.0
2023-01-03T02:00,4.5,0.00,0.00,0.00,0.00,8,7.6,15.5
2023-01-03T03:00,4.6,0.00,0.00,0.00,0.00,25,10.0,19.8
2023-01-03T04:00,4.9,0.30,0.30,0.00,0.00,35,11.9,25.2
2023-01-03T05:00,5.2,0.30,0.30,0.00,0.00,37,14.1,27.7
2023-01-03T06:00,5.2,0.00,0.00,0.00,0.00,20,15.5,28.8
2023-01-03T07:00,5.2,0.00,0.00,0.00,0.00,26,15.6,28.1
2023-01-03T08:00,5.2,0.00,0.00,0.00,0.00,23,16.0,29.2
2023-01-03T09:00,5.8,0.00,0.00,0.00,0.00,16,16.6,31.3
2023-01-03T10:00,6.8,0.00,0.00,0.00,0.00,30,16.9,32.0
2023-01-03T11:00,7.8,0.00,0.00,0.00,0.00,74,22.4,42.8
2023-01-03T12:00,8.4,0.00,0.00,0.00,0.00,82,23.0,42.8
2023-01-03T13:00,9.0,0.00,0.00,0.00,0.00,49,20.5,36.4
2023-01-03T14:00,9.5,0.00,0.00,0.00,0.00,63,22.0,39.2
2023-01-03T15:00,9.4,0.00,0.00,0.00,0.00,69,22.2,38.2
2023-01-03T16:00,9.1,0.00,0.00,0.00,0.00,73,24.0,39.6
2023-01-03T17:00,9.2,0.00,0.00,0.00,0.00,100,24.6,43.2
2023-01-03T18:00,9.1,0.40,0.40,0.00,0.00,77,25.5,45.4
2023-01-03T19:00,9.0,0.00,0.00,0.00,0.00,100,27.9,51.5
2023-01-03T20:00,9.4,0.10,0.10,0.00,0.00,100,29.7,55.4
2023-01-03T21:00,9.6,0.20,0.20,0.00,0.00,100,30.8,58.3
2023-01-03T22:00,9.7,0.50,0.50,0.00,0.00,100,32.7,70.6
2023-01-03T23:00,9.4,0.70,0.70,0.00,0.00,100,34.1,71.3
2023-01-04T00:00,9.5,0.80,0.80,0.00,0.00,100,33.7,62.6
2023-01-04T01:00,9.8,0.10,0.10,0.00,0.00,100,31.9,62.6
2023-01-04T02:00,10.3,0.00,0.00,0.00,0.00,100,30.0,60.1
2023-01-04T03:00,10.7,0.00,0.00,0.00,0.00,100,30.5,59.0
2023-01-04T04:00,11.0,0.00,0.00,0.00,0.00,100,30.7,58.0
2023-01-04T05:00,11.3,0.00,0.00,0.00,0.00,100,30.7,56.2
2023-01-04T06:00,11.4,0.10,0.10,0.00,0.00,100,30.3,68.0
2023-01-04T07:00,12.1,0.00,0.00,0.00,0.00,100,31.4,58.7
2023-01-04T08:00,12.3,0.00,0.00,0.00,0.00,100,32.6,61.6
2023-01-04T09:00,12.5,0.10,0.10,0.00,0.00,100,33.1,62.3
2023-01-04T10:00,12.6,0.10,0.10,0.00,0.00,100,30.0,61.6
2023-01-04T11:00,12.7,0.30,0.30,0.00,0.00,100,28.6,58.3
2023-01-04T12:00,12.8,0.40,0.40,0.00,0.00,100,28.5,73.8
2023-01-04T13:00,12.7,0.80,0.80,0.00,0.00,100,29.2,58.0
2023-01-04T14:00,12.6,0.30,0.30,0.00,0.00,100,28.8,58.0
2023-01-04T15:00,12.3,0.20,0.20,0.00,0.00,100,29.8,55.8
2023-01-04T16:00,11.8,0.00,0.00,0.00,0.00,100,29.8,52.2
2023-01-04T17:00,11.4,0.00,0.00,0.00,0.00,100,28.6,50.8
2023-01-04T18:00,11.2,0.00,0.00,0.00,0.00,100,28.1,50.0
2023-01-04T19:00,11.7,0.00,0.00,0.00,0.00,100,26.9,50.8
2023-01-04T20:00,11.7,0.00,0.00,0.00,0.00,94,26.3,49.3
2023-01-04T21:00,11.7,0.00,0.00,0.00,0.00,100,24.7,46.4
2023-01-04T22:00,11.5,0.00,0.00,0.00,0.00,93,22.1,45.0
2023-01-04T23:00,11.3,0.00,0.00,0.00,0.00,73,22.6,45.4
2023-01-05T00:00,11.1,0.00,0.00,0.00,0.00,100,22.3,45.7
2023-01-05T01:00,11.0,0.00,0.00,0.00,0.00,100,22.5,45.7
2023-01-05T02:00,10.9,0.00,0.00,0.00,0.00,100,22.3,45.4
2023-01-05T03:00,10.7,0.00,0.00,0.00,0.00,100,22.5,43.6
2023-01-05T04:00,10.5,0.00,0.00,0.00,0.00,99,22.1,41.8
2023-01-05T05:00,10.3,0.00,0.00,0.00,0.00,100,21.5,38.9
2023-01-05T06:00,10.2,0.00,0.00,0.00,0.00,100,20.6,36.4
2023-01-05T07:00,10.1,0.00,0.00,0.00,0.00,96,19.1,36.0
2023-01-05T08:00,9.9,0.00,0.00,0.00,0.00,100,17.5,32.8
2023-01-05T09:00,10.0,0.00,0.00,0.00,0.00,100,16.4,30.2
2023-01-05T10:00,10.4,0.00,0.00,0.00,0.00,100,12.4,24.8
2023-01-05T11:00,11.0,0.00,0.00,0.00,0.00,100,14.7,26.6
2023-01-05T12:00,11.7,0.00,0.00,0.00,0.00,100,16.1,34.9
2023-01-05T13:00,12.1,0.00,0.00,0.00,0.00,100,17.8,23.0
2023-01-05T14:00,12.3,0.10,0.10,0.00,0.00,100,14.5,26.6
2023-01-05T15:00,12.0,0.40,0.40,0.00,0.00,100,16.4,33.1
2023-01-05T16:00,11.6,0.00,0.00,0.00,0.00,100,17.2,34.6
2023-01-05T17:00,11.2,0.00,0.00,0.00,0.00,100,17.2,33.8
2023-01-05T18:00,10.7,0.00,0.00,0.00,0.00,92,16.9,33.8
2023-01-05T19:00,10.8,0.00,0.00,0.00,0.00,88,18.3,34.2
2023-01-05T20:00,10.8,0.00,0.00,0.00,0.00,100,18.6,35.3
2023-01-05T21:00,10.7,0.00,0.00,0.00,0.00,100,18.7,34.6
2023-01-05T22:00,10.7,0.00,0.00,0.00,0.00,100,18.8,35.6
2023-01-05T23:00,10.8,0.00,0.00,0.00,0.00,100,20.0,37.8
2023-01-06T00:00,10.8,0.00,0.00,0.00,0.00,100,21.4,40.3
2023-01-06T01:00,10.7,0.00,0.00,0.00,0.00,100,22.6,42.1
2023-01-06T02:00,10.5,0.00,0.00,0.00,0.00,100,23.0,43.2
2023-01-06T03:00,10.3,0.00,0.00,0.00,0.00,100,24.2,44.6
2023-01-06T04:00,10.3,0.00,0.00,0.00,0.00,100,25.5,46.8
2023-01-06T05:00,10.4,0.00,0.00,0.00,0.00,100,25.3,46.4
2023-01-06T06:00,10.4,0.00,0.00,0.00,0.00,100,24.9,47.5
2023-01-06T07:00,10.9,0.10,0.10,0.00,0.00,100,22.9,50.8
2023-01-06T08:00,10.5,0.20,0.20,0.00,0.00,100,20.6,39.6
2023-01-06T09:00,10.4,0.30,0.30,0.00,0.00,57,18.1,34.9
2023-01-06T10:00,10.7,0.00,0.00,0.00,0.00,50,14.6,32.4
2023-01-06T11:00,11.0,0.20,0.20,0.00,0.00,45,14.5,37.8
2023-01-06T12:00,11.4,0.00,0.00,0.00,0.00,41,17.5,37.8
2023-01-06T13:00,11.6,0.10,0.10,0.00,0.00,70,19.5,33.8
2023-01-06T14:00,11.7,0.00,0.00,0.00,0.00,100,16.1,35.6
2023-01-06T15:00,11.6,0.10,0.10,0.00,0.00,100,16.4,33.8
2023-01-06T16:00,11.2,0.10,0.10,0.00,0.00,100,15.3,28.1
2023-01-06T17:00,11.1,0.40,0.40,0.00,0.00,95,17.4,30.6
2023-01-06T18:00,10.9,0.10,0.10,0.00,0.00,100,18.2,32.8
2023-01-06T19:00,10.8,0.00,0.00,0.00,0.00,88,18.9,36.4
2023-01-06T20:00,10.8,0.10,0.10,0.00,0.00,100,19.7,37.1
2023-01-06T21:00,11.0,0.00,0.00,0.00,0.00,83,21.3,39.6
2023-01-06T22:00,10.8,0.00,0.00,0.00,0.00,78,22.4,40.0
2023-01-06T23:00,10.6,0.00,0.00,0.00,0.00,34,21.6,39.2
2023-01-07T00:00,10.3,0.00,0.00,0.00,0.00,49,20.9,38.2
2023-01-07T01:00,10.0,0.00,0.00,0.00,0.00,79,21.5,38.2
2023-01-07T02:00,9.7,0.00,0.00,0.00,0.00,77,21.6,38.5
2023-01-07T03:00,9.4,0.00,0.00,0.00,0.00,57,21.7,39.6
2023-01-07T04:00,9.0,0.00,0.00,0.00,0.00,47,21.5,41.0
2023-01-07T05:00,8.9,0.00,0.00,0.00,0.00,36,22.1,42.1
2023-01-07T06:00,8.7,0.00,0.00,0.00,0.00,29,22.7,42.1
2023-01-07T07:00,9.0,0.00,0.00,0.00,0.00,31,22.7,42.5
2023-01-07T08:00,8.9,0.00,0.00,0.00,0.00,31,23.4,43.9
2023-01-07T09:00,9.0,0.00,0.00,0.00,0.00,32,24.5,45.7
2023-01-07T10:00,9.5,0.00,0.00,0.00,0.00,30,24.5,48.2
2023-01-07T11:00,10.1,0.00,0.00,0.00,0.00,16,22.7,42.8
2023-01-07T12:00,10.4,0.00,0.00,0.00,0.00,14,24.9,49.0
2023-01-07T13:00,10.7,0.00,0.00,0.00,0.00,97,23.7,49.3
2023-01-07T14:00,10.6,0.00,0.00,0.00,0.00,100,28.9,52.6
2023-01-07T15:00,10.6,0.00,0.00,0.00,0.00,100,27.3,52.2
2023-01-07T16:00,10.6,0.00,0.00,0.00,0.00,100,26.9,51.1
2023-01-07T17:00,10.9,0.00,0.00,0.00,0.00,74,26.4,51.1
2023-01-07T18:00,11.0,0.00,0.00,0.00,0.00,55,28.0,52.2
2023-01-07T19:00,10.4,0.00,0.00,0.00,0.00,52,29.5,55.1
2023-01-07T20:00,10.5,0.00,0.00,0.00,0.00,68,29.6,55.4
2023-01-07T21:00,10.3,0.00,0.00,0.00,0.00,79,28.1,52.9
2023-01-07T22:00,10.0,0.10,0.10,0.00,0.00,100,27.8,47.9
2023-01-07T23:00,9.5,0.20,0.20,0.00,0.00,100,23.2,48.2
2023-01-08T00:00,9.1,0.10,0.10,0.00,0.00,73,19.2,37.1
2023-01-08T01:00,8.8,0.00,0.00,0.00,0.00,77,19.2,34.6
2023-01-08T02:00,8.6,0.00,0.00,0.00,0.00,100,17.4,34.2
2023-01-08T03:00,8.3,0.00,0.00,0.00,0.00,95,19.8,35.3
2023-01-08T04:00,8.0,0.00,0.00,0.00,0.00,53,20.1,36.7
2023-01-08T05:00,7.9,0.00,0.00,0.00,0.00,7,18.4,37.8
2023-01-08T06:00,7.5,0.00,0.00,0.00,0.00,4,18.2,38.9
2023-01-08T07:00,7.4,0.00,0.00,0.00,0.00,9,18.8,34.6
2023-01-08T08:00,7.3,0.00,0.00,0.00,0.00,32,20.8,37.4
2023-01-08T09:00,7.7,0.00,0.00,0.00,0.00,29,20.8,38.9
2023-01-08T10:00,8.4,0.00,0.00,0.00,0.00,15,19.1,35.3
2023-01-08T11:00,9.0,0.00,0.00,0.00,0.00,4,18.6,46.4
2023-01-08T12:00,9.6,0.00,0.00,0.00,0.00,4,21.4,49.0
2023-01-08T13:00,9.9,0.00,0.00,0.00,0.00,8,22.2,55.4
2023-01-08T14:00,10.2,0.00,0.00,0.00,0.00,28,23.3,48.6
2023-01-08T15:00,9.8,0.00,0.00,0.00,0.00,41,23.6,43.9
2023-01-08T16:00,9.3,0.00,0.00,0.00,0.00,48,22.5,45.4
2023-01-08T17:00,9.0,0.00,0.00,0.00,0.00,42,22.9,44.3
2023-01-08T18:00,8.9,0.00,0.00,0.00,0.00,100,23.0,43.9
2023-01-08T19:00,8.8,0.40,0.40,0.00,0.00,100,23.6,43.2
2023-01-08T20:00,8.5,0.70,0.70,0.00,0.00,100,23.7,43.2
2023-01-08T21:00,8.0,1.20,1.20,0.00,0.00,100,23.6,46.1
2023-01-08T22:00,7.6,0.50,0.50,0.00,0.00,54,17.8,37.8
2023-01-08T23:00,7.1,0.00,0.00,0.00,0.00,37,17.1,35.3
2023-01-09T00:00,6.5,0.00,0.00,0.00,0.00,10,17.6,36.0
2023-01-09T01:00,6.3,0.00,0.00,0.00,0.00,49,19.1,38.2
2023-01-09T02:00,6.2,0.00,0.00,0.00,0.00,70,22.0,42.1
2023-01-09T03:00,6.7,0.00,0.00,0.00,0.00,100,22.8,47.2
2023-01-09T04:00,7.0,0.00,0.00,0.00,0.00,100,24.3,50.0
2023-01-09T05:00,7.1,0.00,0.00,0.00,0.00,100,24.9,50.0
2023-01-09T06:00,6.9,0.10,0.10,0.00,0.00,100,25.8,51.5
2023-01-09T07:00,7.0,0.00,0.00,0.00,0.00,100,24.7,45.0
2023-01-09T08:00,7.0,0.00,0.00,0.00,0.00,100,22.7,41.8
2023-01-09T09:00,7.0,0.00,0.00,0.00,0.00,88,20.5,38.5
2023-01-09T10:00,7.1,0.00,0.00,0.00,0.00,50,17.6,37.1
2023-01-09T11:00,7.8,0.00,0.00,0.00,0.00,66,20.4,40.7
2023-01-09T12:00,8.1,0.10,0.10,0.00,0.00,69,20.6,43.2
2023-01-09T13:00,8.2,0.10,0.10,0.00,0.00,58,20.6,42.1
2023-01-09T14:00,7.8,0.10,0.10,0.00,0.00,63,19.8,38.9
2023-01-09T15:00,7.5,0.10,0.10,0.00,0.00,59,20.2,37.1
2023-01-09T16:00,6.9,0.50,0.50,0.00,0.00,51,19.3,40.3
2023-01-09T17:00,6.7,0.10,0.10,0.00,0.00,48,18.6,38.5
2023-01-09T18:00,6.7,0.30,0.30,0.00,0.00,31,18.8,35.6
2023-01-09T19:00,6.3,0.00,0.00,0.00,0.00,32,19.1,34.9
2023-01-09T20:00,6.3,0.00,0.00,0.00,0.00,23,18.0,32.4
2023-01-09T21:00,6.0,0.00,0.00,0.00,0.00,16,15.9,28.4
2023-01-09T22:00,5.7,0.00,0.00,0.00,0.00,17,15.7,31.3
2023-01-09T23:00,5.6,0.00,0.00,0.00,0.00,21,18.3,36.0
2023-01-10T00:00,5.4,0.00,0.00,0.00,0.00,20,19.0,34.9
2023-01-10T01:00,5.2,0.00,0.00,0.00,0.00,20,18.3,34.9
2023-01-10T02:00,5.1,0.00,0.00,0.00,0.00,13,17.3,32.8
2023-01-10T03:00,4.9,0.00,0.00,0.00,0.00,17,16.6,29.5
2023-01-10T04:00,4.7,0.00,0.00,0.00,0.00,0,15.4,27.7
2023-01-10T05:00,4.4,0.00,0.00,0.00,0.00,1,16.8,27.4
2023-01-10T06:00,4.3,0.00,0.00,0.00,0.00,1,15.6,27.4
2023-01-10T07:00,3.9,0.00,0.00,0.00,0.00,31,15.9,27.7
2023-01-10T08:00,3.8,0.00,0.00,0.00,0.00,48,16.7,29.9
2023-01-10T09:00,4.6,0.00,0.00,0.00,0.00,91,18.7,34.6
2023-01-10T10:00,5.7,0.00,0.00,0.00,0.00,89,19.8,37.1
2023-01-10T11:00,6.5,0.10,0.10,0.00,0.00,90,19.7,36.0
2023-01-10T12:00,7.0,0.40,0.40,0.00,0.00,93,22.6,47.5
2023-01-10T13:00,6.9,0.90,0.90,0.00,0.00,100,27.1,51.5
2023-01-10T14:00,7.1,0.70,0.70,0.00,0.00,100,29.7,58.0
2023-01-10T15:00,7.4,0.60,0.60,0.00,0.00,100,31.2,59.8
2023-01-10T16:00,7.8,0.10,0.10,0.00,0.00,100,31.0,59.4
2023-01-10T17:00,8.3,0.00,0.00,0.00,0.00,100,29.7,56.9
2023-01-10T18:00,8.8,0.00,0.00,0.00,0.00,100,29.1,54.7
2023-01-10T19:00,10.0,0.00,0.00,0.00,0.00,100,29.3,54.4
2023-01-10T20:00,10.8,0.00,0.00,0.00,0.00,100,30.1,55.8
2023-01-10T21:00,11.3,0.00,0.00,0.00,0.00,100,30.5,56.5
2023-01-10T22:00,11.6,0.00,0.00,0.00,0.00,100,31.2,56.9
2023-01-10T23:00,12.0,0.00,0.00,0.00,0.00,100,31.3,58.0
2023-01-11T00:00,12.2,0.00,0.00,0.00,0.00,100,31.1,58.0
2023-01-11T01:00,12.3,0.50,0.50,0.00,0.00,100,29.6,56.9
2023-01-11T02:00,11.9,0.50,0.50,0.00,0.00,100,25.7,51.8
2023-01-11T03:00,11.6,0.40,0.40,0.00,0.00,100,25.4,47.9
2023-01-11T04:00,11.1,0.30,0.30,0.00,0.00,100,23.3,43.9
2023-01-11T05:00,10.3,0.10,0.10,0.00,0.00,83,20.8,42.1
2023-01-11T06:00,9.5,0.00,0.00,0.00,0.00,91,18.8,35.6
2023-01-11T07:00,9.0,0.00,0.00,0.00,0.00,38,17.9,32.8
2023-01-11T08:00,8.3,0.00,0.00,0.00,0.00,4,18.1,33.5
2023-01-11T09:00,8.2,0.00,0.00,0.00,0.00,2,18.2,33.8
2023-01-11T10:00,8.8,0.00,0.00,0.00,0.00,6,17.5,36.4
2023-01-11T11:00,9.6,0.00,0.00,0.00,0.00,12,18.2,37.1
2023-01-11T12:00,10.1,0.00,0.00,0.00,0.00,21,22.6,46.8
2023-01-11T13:00,10.3,0.00,0.00,0.00,0.00,21,24.6,49.7
2023-01-11T14:00,9.9,0.00,0.00,0.00,0.00,27,26.9,48.6
2023-01-11T15:00,9.5,0.00,0.00,0.00,0.00,33,25.6,46.8
2023-01-11T16:00,9.1,0.00,0.00,0.00,0.00,42,26.5,49.0
2023-01-11T17:00,8.9,0.00,0.00,0.00,0.00,100,27.5,52.6
2023-01-11T18:00,8.7,0.60,0.60,0.00,0.00,100,29.0,56.2
2023-01-11T19:00,8.9,0.50,0.50,0.00,0.00,100,30.8,56.9
2023-01-11T20:00,8.4,1.70,1.70,0.00,0.00,100,33.4,60.5
2023-01-11T21:00,8.6,0.40,0.40,0.00,0.00,100,31.1,58.3
2023-01-11T22:00,8.8,0.10,0.10,0.00,0.00,100,28.3,56.2
2023-01-11T23:00,9.1,0.10,0.10,0.00,0.00,100,28.1,56.5
2023-01-12T00:00,9.2,0.20,0.20,0.00,0.00,100,30.1,54.7
2023-01-12T01:00,9.0,0.70,0.70,0.00,0.00,100,30.5,53.3
2023-01-12T02:00,9.1,0.80,0.80,0.00,0.00,100,32.8,58.7
2023-01-12T03:00,9.2,1.20,1.20,0.00,0.00,100,35.5,64.1
2023-01-12T04:00,9.3,1.80,1.80,0.00,0.00,100,39.2,72.4
2023-01-12T05:00,9.5,1.80,1.80,0.00,0.00,100,39.2,73.8
2023-01-12T06:00,9.9,1.50,1.50,0.00,0.00,100,38.5,69.1
2023-01-12T07:00,10.6,0.20,0.20,0.00,0.00,100,37.5,69.8
2023-01-12T08:00,10.8,0.20,0.20,0.00,0.00,100,35.5,65.9
2023-01-12T09:00,10.7,0.60,0.60,0.00,0.00,100,33.8,63.0
2023-01-12T10:00,10.7,1.10,1.10,0.00,0.00,100,30.4,60.1
2023-01-12T11:00,10.8,1.20,1.20,0.00,0.00,100,29.8,61.6
2023-01-12T12:00,10.8,1.20,1.20,0.00,0.00,100,31.3,62.3
2023-01-12T13:00,10.8,1.00,1.00,0.00,0.00,100,32.4,62.3
2023-01-12T14:00,10.7,1.00,1.00,0.00,0.00,100,32.4,60.5
2023-01-12T15:00,10.6,0.80,0.80,0.00,0.00,100,32.4,60.1
2023-01-12T16:00,10.5,1.00,1.00,0.00,0.00,100,31.3,59.4
2023-01-12T17:00,10.5,1.20,1.20,0.00,0.00,100,30.3,57.6
2023-01-12T18:00,10.4,1.00,1.00,0.00,0.00,100,30.1,55.8
2023-01-12T19:00,10.5,0.70,0.70,0.00,0.00,100,28.8,54.0
2023-01-12T20:00,10.5,0.50,0.50,0.00,0.00,100,29.4,54.7
2023-01-12T21:00,10.4,0.10,0.10,0.00,0.00,73,28.9,55.1
2023-01-12T22:00,10.0,0.10,0.10,0.00,0.00,40,26.9,52.2
2023-01-12T23:00,9.2,0.00,0.00,0.00,0.00,16,24.7,48.2
2023-01-13T00:00,8.5,0.00,0.00,0.00,0.00,26,23.4,47.2
2023-01-13T01:00,8.3,0.00,0.00,0.00,0.00,65,24.5,49.7
2023-01-13T02:00,8.2,0.00,0.00,0.00,0.00,56,27.3,52.6
2023-01-13T03:00,8.1,0.00,0.00,0.00,0.00,66,27.9,54.0
2023-01-13T04:00,8.1,0.00,0.00,0.00,0.00,15,28.0,54.0
2023-01-13T05:00,8.0,0.00,0.00,0.00,0.00,20,28.7,53.6
2023-01-13T06:00,7.9,0.00,0.00,0.00,0.00,22,28.7,53.6
2023-01-13T07:00,7.9,0.00,0.00,0.00,0.00,8,28.7,53.6
2023-01-13T08:00,7.8,0.00,0.00,0.00,0.00,15,29.2,53.6
2023-01-13T09:00,8.0,0.00,0.00,0.00,0.00,22,29.2,54.0
2023-01-13T10:00,8.5,0.00,0.00,0.00,0.00,46,27.8,55.4
2023-01-13T11:00,8.8,0.10,0.10,0.00,0.00,74,29.4,54.4
2023-01-13T12:00,9.2,0.00,0.00,0.00,0.00,51,29.4,63.7
2023-01-13T13:00,9.6,0.00,0.00,0.00,0.00,47,30.3,60.5
2023-01-13T14:00,9.6,0.00,0.00,0.00,0.00,50,30.1,56.2
2023-01-13T15:00,9.3,0.00,0.00,0.00,0.00,52,27.3,51.1
2023-01-13T16:00,8.9,0.00,0.00,0.00,0.00,32,24.5,49.0
2023-01-13T17:00,8.5,0.00,0.00,0.00,0.00,17,24.0,47.2
2023-01-13T18:00,8.4,0.00,0.00,0.00,0.00,17,24.6,45.4
2023-01-13T19:00,8.2,0.00,0.00,0.00,0.00,27,23.7,44.3
2023-01-13T20:00,8.0,0.00,0.00,0.00,0.00,28,23.1,43.2
2023-01-13T21:00,7.6,0.00,0.00,0.00,0.00,65,20.9,38.2
2023-01-13T22:00,7.1,0.00,0.00,0.00,0.00,30,19.2,33.5
2023-01-13T23:00,6.6,0.00,0.00,0.00,0.00,17,17.9,31.0
2023-01-14T00:00,6.1,0.00,0.00,0.00,0.00,19,16.5,29.2
2023-01-14T01:00,5.8,0.00,0.00,0.00,0.00,74,16.4,33.1
2023-01-14T02:00,6.4,0.00,0.00,0.00,0.00,100,17.4,35.6
2023-01-14T03:00,7.1,0.00,0.00,0.00,0.00,100,18.8,35.3
2023-01-14T04:00,7.4,0.20,0.20,0.00,0.00,99,19.8,34.9
2023-01-14T05:00,7.1,0.90,0.90,0.00,0.00,100,21.6,38.9
2023-01-14T06:00,7.0,1.40,1.40,0.00,0.00,100,23.4,41.4
2023-01-14T07:00,7.8,1.10,1.10,0.00,0.00,100,26.9,51.5
2023-01-14T08:00,8.8,1.10,1.10,0.00,0.00,100,32.3,60.8
2023-01-14T09:00,9.2,0.90,0.90,0.00,0.00,100,34.8,65.9
2023-01-14T10:00,9.5,0.80,0.80,0.00,0.00,100,36.0,69.5
2023-01-14T11:00,10.0,0.60,0.60,0.00,0.00,100,35.4,70.6
2023-01-14T12:00,10.6,0.30,0.30,0.00,0.00,100,35.3,69.1
2023-01-14T13:00,11.0,0.60,0.60,0.00,0.00,100,35.3,69.1
2023-01-14T14:00,11.3,0.30,0.30,0.00,0.00,100,34.4,66.6
2023-01-14T15:00,11.6,0.40,0.40,0.00,0.00,100,33.5,64.4
2023-01-14T16:00,11.6,1.00,1.00,0.00,0.00,100,32.1,60.5
2023-01-14T17:00,11.5,0.60,0.60,0.00,0.00,100,31.3,68.4
2023-01-14T18:00,10.5,0.10,0.10,0.00,0.00,100,28.3,54.4
2023-01-14T19:00,10.1,0.00,0.00,0.00,0.00,100,24.6,45.4
2023-01-14T20:00,9.4,0.00,0.00,0.00,0.00,100,22.8,42.5
2023-01-14T21:00,8.8,0.10,0.10,0.00,0.00,100,23.8,41.8
2023-01-14T22:00,8.2,0.10,0.10,0.00,0.00,95,23.5,40.3
2023-01-14T23:00,7.6,0.00,0.00,0.00,0.00,91,22.4,41.0
2023-01-15T00:00,7.2,0.00,0.00,0.00,0.00,92,21.9,41.0
2023-01-15T01:00,7.0,0.00,0.00,0.00,0.00,98,22.3,41.4
